# GRID: NUMBER OF POINTS: 10001 STRETCHING COEFFICIENT ALPHA:   9.99999975E-05
 #I        YPAD              YHAD
***        0.00668337        0.00000298
***        0.00668635        0.00000298
***        0.00668933        0.00000298
***        0.00669231        0.00000298
***        0.00669529        0.00000298
***        0.00669828        0.00000298
***        0.00670126        0.00000298
***        0.00670424        0.00000298
***        0.00670722        0.00000298
***        0.00671021        0.00000298
***        0.00671319        0.00000298
***        0.00671617        0.00000298
***        0.00671916        0.00000298
***        0.00672214        0.00000298
***        0.00672513        0.00000298
***        0.00672811        0.00000298
***        0.00673110        0.00000299
***        0.00673408        0.00000299
***        0.00673707        0.00000299
***        0.00674005        0.00000299
***        0.00674304        0.00000299
***        0.00674603        0.00000299
***        0.00674901        0.00000299
***        0.00675200        0.00000299
***        0.00675499        0.00000299
***        0.00675798        0.00000299
***        0.00676096        0.00000299
***        0.00676395        0.00000299
***        0.00676694        0.00000299
***        0.00676993        0.00000299
***        0.00677292        0.00000299
***        0.00677591        0.00000299
***        0.00677890        0.00000299
***        0.00678189        0.00000299
***        0.00678488        0.00000299
***        0.00678787        0.00000299
***        0.00679086        0.00000299
***        0.00679385        0.00000299
***        0.00679685        0.00000299
***        0.00679984        0.00000299
***        0.00680283        0.00000299
***        0.00680582        0.00000299
***        0.00680882        0.00000299
***        0.00681181        0.00000299
***        0.00681480        0.00000299
***        0.00681780        0.00000299
***        0.00682079        0.00000299
***        0.00682379        0.00000299
***        0.00682678        0.00000299
***        0.00682978        0.00000300
***        0.00683277        0.00000300
***        0.00683577        0.00000300
***        0.00683876        0.00000300
***        0.00684176        0.00000300
***        0.00684476        0.00000300
***        0.00684775        0.00000300
***        0.00685075        0.00000300
***        0.00685375        0.00000300
***        0.00685674        0.00000300
***        0.00685974        0.00000300
***        0.00686274        0.00000300
***        0.00686574        0.00000300
***        0.00686874        0.00000300
***        0.00687174        0.00000300
***        0.00687474        0.00000300
***        0.00687774        0.00000300
***        0.00688074        0.00000300
***        0.00688374        0.00000300
***        0.00688674        0.00000300
***        0.00688974        0.00000300
***        0.00689274        0.00000300
***        0.00689574        0.00000300
***        0.00689874        0.00000300
***        0.00690175        0.00000300
***        0.00690475        0.00000300
***        0.00690775        0.00000300
***        0.00691076        0.00000300
***        0.00691376        0.00000300
***        0.00691676        0.00000300
***        0.00691977        0.00000300
***        0.00692277        0.00000300
***        0.00692578        0.00000300
***        0.00692878        0.00000300
***        0.00693179        0.00000301
***        0.00693479        0.00000301
***        0.00693780        0.00000301
***        0.00694080        0.00000301
***        0.00694381        0.00000301
***        0.00694682        0.00000301
***        0.00694982        0.00000301
***        0.00695283        0.00000301
***        0.00695584        0.00000301
***        0.00695885        0.00000301
***        0.00696186        0.00000301
***        0.00696486        0.00000301
***        0.00696787        0.00000301
***        0.00697088        0.00000301
***        0.00697389        0.00000301
***        0.00697690        0.00000301
***        0.00697991        0.00000301
***        0.00698292        0.00000301
***        0.00698593        0.00000301
***        0.00698894        0.00000301
***        0.00699195        0.00000301
***        0.00699497        0.00000301
***        0.00699798        0.00000301
***        0.00700099        0.00000301
***        0.00700400        0.00000301
***        0.00700702        0.00000301
***        0.00701003        0.00000301
***        0.00701304        0.00000301
***        0.00701606        0.00000301
***        0.00701907        0.00000301
***        0.00702208        0.00000301
***        0.00702510        0.00000301
***        0.00702811        0.00000301
***        0.00703113        0.00000302
***        0.00703414        0.00000302
***        0.00703716        0.00000302
***        0.00704018        0.00000302
***        0.00704319        0.00000302
***        0.00704621        0.00000302
***        0.00704923        0.00000302
***        0.00705224        0.00000302
***        0.00705526        0.00000302
***        0.00705828        0.00000302
***        0.00706130        0.00000302
***        0.00706432        0.00000302
***        0.00706733        0.00000302
***        0.00707035        0.00000302
***        0.00707337        0.00000302
***        0.00707639        0.00000302
***        0.00707941        0.00000302
***        0.00708243        0.00000302
***        0.00708545        0.00000302
***        0.00708847        0.00000302
***        0.00709150        0.00000302
***        0.00709452        0.00000302
***        0.00709754        0.00000302
***        0.00710056        0.00000302
***        0.00710358        0.00000302
***        0.00710661        0.00000302
***        0.00710963        0.00000302
***        0.00711265        0.00000302
***        0.00711568        0.00000302
***        0.00711870        0.00000302
***        0.00712173        0.00000302
***        0.00712475        0.00000302
***        0.00712777        0.00000302
***        0.00713080        0.00000303
***        0.00713383        0.00000303
***        0.00713685        0.00000303
***        0.00713988        0.00000303
***        0.00714290        0.00000303
***        0.00714593        0.00000303
***        0.00714896        0.00000303
***        0.00715198        0.00000303
***        0.00715501        0.00000303
***        0.00715804        0.00000303
***        0.00716107        0.00000303
***        0.00716410        0.00000303
***        0.00716713        0.00000303
***        0.00717015        0.00000303
***        0.00717318        0.00000303
***        0.00717621        0.00000303
***        0.00717924        0.00000303
***        0.00718227        0.00000303
***        0.00718530        0.00000303
***        0.00718834        0.00000303
***        0.00719137        0.00000303
***        0.00719440        0.00000303
***        0.00719743        0.00000303
***        0.00720046        0.00000303
***        0.00720349        0.00000303
***        0.00720653        0.00000303
***        0.00720956        0.00000303
***        0.00721259        0.00000303
***        0.00721563        0.00000303
***        0.00721866        0.00000303
***        0.00722170        0.00000303
***        0.00722473        0.00000303
***        0.00722777        0.00000303
***        0.00723080        0.00000304
***        0.00723384        0.00000304
***        0.00723687        0.00000304
***        0.00723991        0.00000304
***        0.00724294        0.00000304
***        0.00724598        0.00000304
***        0.00724902        0.00000304
***        0.00725205        0.00000304
***        0.00725509        0.00000304
***        0.00725813        0.00000304
***        0.00726117        0.00000304
***        0.00726421        0.00000304
***        0.00726725        0.00000304
***        0.00727029        0.00000304
***        0.00727332        0.00000304
***        0.00727636        0.00000304
***        0.00727940        0.00000304
***        0.00728244        0.00000304
***        0.00728549        0.00000304
***        0.00728853        0.00000304
***        0.00729157        0.00000304
***        0.00729461        0.00000304
***        0.00729765        0.00000304
***        0.00730069        0.00000304
***        0.00730374        0.00000304
***        0.00730678        0.00000304
***        0.00730982        0.00000304
***        0.00731286        0.00000304
***        0.00731591        0.00000304
***        0.00731895        0.00000304
***        0.00732200        0.00000304
***        0.00732504        0.00000304
***        0.00732809        0.00000304
***        0.00733113        0.00000305
***        0.00733418        0.00000305
***        0.00733722        0.00000305
***        0.00734027        0.00000305
***        0.00734332        0.00000305
***        0.00734636        0.00000305
***        0.00734941        0.00000305
***        0.00735246        0.00000305
***        0.00735550        0.00000305
***        0.00735855        0.00000305
***        0.00736160        0.00000305
***        0.00736465        0.00000305
***        0.00736770        0.00000305
***        0.00737075        0.00000305
***        0.00737380        0.00000305
***        0.00737685        0.00000305
***        0.00737990        0.00000305
***        0.00738295        0.00000305
***        0.00738600        0.00000305
***        0.00738905        0.00000305
***        0.00739210        0.00000305
***        0.00739515        0.00000305
***        0.00739820        0.00000305
***        0.00740126        0.00000305
***        0.00740431        0.00000305
***        0.00740736        0.00000305
***        0.00741041        0.00000305
***        0.00741347        0.00000305
***        0.00741652        0.00000305
***        0.00741957        0.00000305
***        0.00742263        0.00000305
***        0.00742568        0.00000305
***        0.00742874        0.00000305
***        0.00743179        0.00000306
***        0.00743485        0.00000306
***        0.00743791        0.00000306
***        0.00744096        0.00000306
***        0.00744402        0.00000306
***        0.00744707        0.00000306
***        0.00745013        0.00000306
***        0.00745319        0.00000306
***        0.00745625        0.00000306
***        0.00745931        0.00000306
***        0.00746236        0.00000306
***        0.00746542        0.00000306
***        0.00746848        0.00000306
***        0.00747154        0.00000306
***        0.00747460        0.00000306
***        0.00747766        0.00000306
***        0.00748072        0.00000306
***        0.00748378        0.00000306
***        0.00748684        0.00000306
***        0.00748990        0.00000306
***        0.00749296        0.00000306
***        0.00749603        0.00000306
***        0.00749909        0.00000306
***        0.00750215        0.00000306
***        0.00750521        0.00000306
***        0.00750828        0.00000306
***        0.00751134        0.00000306
***        0.00751440        0.00000306
***        0.00751747        0.00000306
***        0.00752053        0.00000306
***        0.00752359        0.00000306
***        0.00752666        0.00000306
***        0.00752972        0.00000307
***        0.00753279        0.00000307
***        0.00753586        0.00000307
***        0.00753892        0.00000307
***        0.00754199        0.00000307
***        0.00754505        0.00000307
***        0.00754812        0.00000307
***        0.00755119        0.00000307
***        0.00755426        0.00000307
***        0.00755732        0.00000307
***        0.00756039        0.00000307
***        0.00756346        0.00000307
***        0.00756653        0.00000307
***        0.00756960        0.00000307
***        0.00757267        0.00000307
***        0.00757574        0.00000307
***        0.00757881        0.00000307
***        0.00758188        0.00000307
***        0.00758495        0.00000307
***        0.00758802        0.00000307
***        0.00759109        0.00000307
***        0.00759416        0.00000307
***        0.00759723        0.00000307
***        0.00760031        0.00000307
***        0.00760338        0.00000307
***        0.00760645        0.00000307
***        0.00760952        0.00000307
***        0.00761260        0.00000307
***        0.00761567        0.00000307
***        0.00761874        0.00000307
***        0.00762182        0.00000307
***        0.00762489        0.00000307
***        0.00762797        0.00000307
***        0.00763104        0.00000308
***        0.00763412        0.00000308
***        0.00763719        0.00000308
***        0.00764027        0.00000308
***        0.00764335        0.00000308
***        0.00764642        0.00000308
***        0.00764950        0.00000308
***        0.00765258        0.00000308
***        0.00765566        0.00000308
***        0.00765873        0.00000308
***        0.00766181        0.00000308
***        0.00766489        0.00000308
***        0.00766797        0.00000308
***        0.00767105        0.00000308
***        0.00767413        0.00000308
***        0.00767721        0.00000308
***        0.00768029        0.00000308
***        0.00768337        0.00000308
***        0.00768645        0.00000308
***        0.00768953        0.00000308
***        0.00769261        0.00000308
***        0.00769569        0.00000308
***        0.00769878        0.00000308
***        0.00770186        0.00000308
***        0.00770494        0.00000308
***        0.00770802        0.00000308
***        0.00771111        0.00000308
***        0.00771419        0.00000308
***        0.00771727        0.00000308
***        0.00772036        0.00000308
***        0.00772344        0.00000308
***        0.00772653        0.00000308
***        0.00772961        0.00000309
***        0.00773270        0.00000309
***        0.00773578        0.00000309
***        0.00773887        0.00000309
***        0.00774196        0.00000309
***        0.00774504        0.00000309
***        0.00774813        0.00000309
***        0.00775122        0.00000309
***        0.00775430        0.00000309
***        0.00775739        0.00000309
***        0.00776048        0.00000309
***        0.00776357        0.00000309
***        0.00776666        0.00000309
***        0.00776975        0.00000309
***        0.00777283        0.00000309
***        0.00777592        0.00000309
***        0.00777901        0.00000309
***        0.00778210        0.00000309
***        0.00778520        0.00000309
***        0.00778829        0.00000309
***        0.00779138        0.00000309
***        0.00779447        0.00000309
***        0.00779756        0.00000309
***        0.00780065        0.00000309
***        0.00780375        0.00000309
***        0.00780684        0.00000309
***        0.00780993        0.00000309
***        0.00781302        0.00000309
***        0.00781612        0.00000309
***        0.00781921        0.00000309
***        0.00782231        0.00000309
***        0.00782540        0.00000309
***        0.00782850        0.00000309
***        0.00783159        0.00000310
***        0.00783469        0.00000310
***        0.00783778        0.00000310
***        0.00784088        0.00000310
***        0.00784398        0.00000310
***        0.00784707        0.00000310
***        0.00785017        0.00000310
***        0.00785327        0.00000310
***        0.00785636        0.00000310
***        0.00785946        0.00000310
***        0.00786256        0.00000310
***        0.00786566        0.00000310
***        0.00786876        0.00000310
***        0.00787186        0.00000310
***        0.00787496        0.00000310
***        0.00787806        0.00000310
***        0.00788116        0.00000310
***        0.00788426        0.00000310
***        0.00788736        0.00000310
***        0.00789046        0.00000310
***        0.00789356        0.00000310
***        0.00789666        0.00000310
***        0.00789977        0.00000310
***        0.00790287        0.00000310
***        0.00790597        0.00000310
***        0.00790907        0.00000310
***        0.00791218        0.00000310
***        0.00791528        0.00000310
***        0.00791838        0.00000310
***        0.00792149        0.00000310
***        0.00792459        0.00000310
***        0.00792770        0.00000310
***        0.00793080        0.00000311
***        0.00793391        0.00000311
***        0.00793701        0.00000311
***        0.00794012        0.00000311
***        0.00794323        0.00000311
***        0.00794633        0.00000311
***        0.00794944        0.00000311
***        0.00795255        0.00000311
***        0.00795566        0.00000311
***        0.00795876        0.00000311
***        0.00796187        0.00000311
***        0.00796498        0.00000311
***        0.00796809        0.00000311
***        0.00797120        0.00000311
***        0.00797431        0.00000311
***        0.00797742        0.00000311
***        0.00798053        0.00000311
***        0.00798364        0.00000311
***        0.00798675        0.00000311
***        0.00798986        0.00000311
***        0.00799297        0.00000311
***        0.00799608        0.00000311
***        0.00799920        0.00000311
***        0.00800231        0.00000311
***        0.00800542        0.00000311
***        0.00800853        0.00000311
***        0.00801165        0.00000311
***        0.00801476        0.00000311
***        0.00801787        0.00000311
***        0.00802099        0.00000311
***        0.00802410        0.00000311
***        0.00802722        0.00000311
***        0.00803033        0.00000312
***        0.00803345        0.00000312
***        0.00803656        0.00000312
***        0.00803968        0.00000312
***        0.00804280        0.00000312
***        0.00804591        0.00000312
***        0.00804903        0.00000312
***        0.00805215        0.00000312
***        0.00805526        0.00000312
***        0.00805838        0.00000312
***        0.00806150        0.00000312
***        0.00806462        0.00000312
***        0.00806774        0.00000312
***        0.00807086        0.00000312
***        0.00807398        0.00000312
***        0.00807710        0.00000312
***        0.00808022        0.00000312
***        0.00808334        0.00000312
***        0.00808646        0.00000312
***        0.00808958        0.00000312
***        0.00809270        0.00000312
***        0.00809582        0.00000312
***        0.00809894        0.00000312
***        0.00810207        0.00000312
***        0.00810519        0.00000312
***        0.00810831        0.00000312
***        0.00811144        0.00000312
***        0.00811456        0.00000312
***        0.00811768        0.00000312
***        0.00812081        0.00000312
***        0.00812393        0.00000312
***        0.00812706        0.00000312
***        0.00813018        0.00000313
***        0.00813331        0.00000313
***        0.00813643        0.00000313
***        0.00813956        0.00000313
***        0.00814268        0.00000313
***        0.00814581        0.00000313
***        0.00814894        0.00000313
***        0.00815207        0.00000313
***        0.00815519        0.00000313
***        0.00815832        0.00000313
***        0.00816145        0.00000313
***        0.00816458        0.00000313
***        0.00816771        0.00000313
***        0.00817084        0.00000313
***        0.00817397        0.00000313
***        0.00817710        0.00000313
***        0.00818023        0.00000313
***        0.00818336        0.00000313
***        0.00818649        0.00000313
***        0.00818962        0.00000313
***        0.00819275        0.00000313
***        0.00819588        0.00000313
***        0.00819901        0.00000313
***        0.00820214        0.00000313
***        0.00820528        0.00000313
***        0.00820841        0.00000313
***        0.00821154        0.00000313
***        0.00821468        0.00000313
***        0.00821781        0.00000313
***        0.00822095        0.00000313
***        0.00822408        0.00000313
***        0.00822721        0.00000313
***        0.00823035        0.00000314
***        0.00823348        0.00000314
***        0.00823662        0.00000314
***        0.00823976        0.00000314
***        0.00824289        0.00000314
***        0.00824603        0.00000314
***        0.00824917        0.00000314
***        0.00825230        0.00000314
***        0.00825544        0.00000314
***        0.00825858        0.00000314
***        0.00826172        0.00000314
***        0.00826486        0.00000314
***        0.00826800        0.00000314
***        0.00827113        0.00000314
***        0.00827427        0.00000314
***        0.00827741        0.00000314
***        0.00828055        0.00000314
***        0.00828369        0.00000314
***        0.00828684        0.00000314
***        0.00828998        0.00000314
***        0.00829312        0.00000314
***        0.00829626        0.00000314
***        0.00829940        0.00000314
***        0.00830254        0.00000314
***        0.00830569        0.00000314
***        0.00830883        0.00000314
***        0.00831197        0.00000314
***        0.00831512        0.00000314
***        0.00831826        0.00000314
***        0.00832140        0.00000314
***        0.00832455        0.00000314
***        0.00832769        0.00000314
***        0.00833084        0.00000315
***        0.00833398        0.00000315
***        0.00833713        0.00000315
***        0.00834028        0.00000315
***        0.00834342        0.00000315
***        0.00834657        0.00000315
***        0.00834972        0.00000315
***        0.00835286        0.00000315
***        0.00835601        0.00000315
***        0.00835916        0.00000315
***        0.00836231        0.00000315
***        0.00836546        0.00000315
***        0.00836861        0.00000315
***        0.00837175        0.00000315
***        0.00837490        0.00000315
***        0.00837805        0.00000315
***        0.00838120        0.00000315
***        0.00838436        0.00000315
***        0.00838751        0.00000315
***        0.00839066        0.00000315
***        0.00839381        0.00000315
***        0.00839696        0.00000315
***        0.00840011        0.00000315
***        0.00840326        0.00000315
***        0.00840642        0.00000315
***        0.00840957        0.00000315
***        0.00841272        0.00000315
***        0.00841588        0.00000315
***        0.00841903        0.00000315
***        0.00842219        0.00000315
***        0.00842534        0.00000315
***        0.00842850        0.00000315
***        0.00843165        0.00000316
***        0.00843481        0.00000316
***        0.00843796        0.00000316
***        0.00844112        0.00000316
***        0.00844427        0.00000316
***        0.00844743        0.00000316
***        0.00845059        0.00000316
***        0.00845375        0.00000316
***        0.00845690        0.00000316
***        0.00846006        0.00000316
***        0.00846322        0.00000316
***        0.00846638        0.00000316
***        0.00846954        0.00000316
***        0.00847270        0.00000316
***        0.00847586        0.00000316
***        0.00847902        0.00000316
***        0.00848218        0.00000316
***        0.00848534        0.00000316
***        0.00848850        0.00000316
***        0.00849166        0.00000316
***        0.00849482        0.00000316
***        0.00849798        0.00000316
***        0.00850115        0.00000316
***        0.00850431        0.00000316
***        0.00850747        0.00000316
***        0.00851063        0.00000316
***        0.00851380        0.00000316
***        0.00851696        0.00000316
***        0.00852013        0.00000316
***        0.00852329        0.00000316
***        0.00852645        0.00000316
***        0.00852962        0.00000317
***        0.00853279        0.00000317
***        0.00853595        0.00000317
***        0.00853912        0.00000317
***        0.00854228        0.00000317
***        0.00854545        0.00000317
***        0.00854862        0.00000317
***        0.00855178        0.00000317
***        0.00855495        0.00000317
***        0.00855812        0.00000317
***        0.00856129        0.00000317
***        0.00856446        0.00000317
***        0.00856763        0.00000317
***        0.00857079        0.00000317
***        0.00857396        0.00000317
***        0.00857713        0.00000317
***        0.00858030        0.00000317
***        0.00858347        0.00000317
***        0.00858664        0.00000317
***        0.00858982        0.00000317
***        0.00859299        0.00000317
***        0.00859616        0.00000317
***        0.00859933        0.00000317
***        0.00860250        0.00000317
***        0.00860568        0.00000317
***        0.00860885        0.00000317
***        0.00861202        0.00000317
***        0.00861520        0.00000317
***        0.00861837        0.00000317
***        0.00862154        0.00000317
***        0.00862472        0.00000317
***        0.00862789        0.00000317
***        0.00863107        0.00000318
***        0.00863424        0.00000318
***        0.00863742        0.00000318
***        0.00864060        0.00000318
***        0.00864377        0.00000318
***        0.00864695        0.00000318
***        0.00865013        0.00000318
***        0.00865330        0.00000318
***        0.00865648        0.00000318
***        0.00865966        0.00000318
***        0.00866284        0.00000318
***        0.00866602        0.00000318
***        0.00866920        0.00000318
***        0.00867238        0.00000318
***        0.00867555        0.00000318
***        0.00867873        0.00000318
***        0.00868191        0.00000318
***        0.00868510        0.00000318
***        0.00868828        0.00000318
***        0.00869146        0.00000318
***        0.00869464        0.00000318
***        0.00869782        0.00000318
***        0.00870100        0.00000318
***        0.00870419        0.00000318
***        0.00870737        0.00000318
***        0.00871055        0.00000318
***        0.00871374        0.00000318
***        0.00871692        0.00000318
***        0.00872010        0.00000318
***        0.00872329        0.00000318
***        0.00872647        0.00000318
***        0.00872966        0.00000319
***        0.00873284        0.00000319
***        0.00873603        0.00000319
***        0.00873921        0.00000319
***        0.00874240        0.00000319
***        0.00874559        0.00000319
***        0.00874877        0.00000319
***        0.00875196        0.00000319
***        0.00875515        0.00000319
***        0.00875834        0.00000319
***        0.00876153        0.00000319
***        0.00876471        0.00000319
***        0.00876790        0.00000319
***        0.00877109        0.00000319
***        0.00877428        0.00000319
***        0.00877747        0.00000319
***        0.00878066        0.00000319
***        0.00878385        0.00000319
***        0.00878704        0.00000319
***        0.00879023        0.00000319
***        0.00879343        0.00000319
***        0.00879662        0.00000319
***        0.00879981        0.00000319
***        0.00880300        0.00000319
***        0.00880619        0.00000319
***        0.00880939        0.00000319
***        0.00881258        0.00000319
***        0.00881577        0.00000319
***        0.00881897        0.00000319
***        0.00882216        0.00000319
***        0.00882536        0.00000319
***        0.00882855        0.00000319
***        0.00883175        0.00000320
***        0.00883494        0.00000320
***        0.00883814        0.00000320
***        0.00884133        0.00000320
***        0.00884453        0.00000320
***        0.00884773        0.00000320
***        0.00885093        0.00000320
***        0.00885412        0.00000320
***        0.00885732        0.00000320
***        0.00886052        0.00000320
***        0.00886372        0.00000320
***        0.00886692        0.00000320
***        0.00887012        0.00000320
***        0.00887331        0.00000320
***        0.00887651        0.00000320
***        0.00887971        0.00000320
***        0.00888291        0.00000320
***        0.00888612        0.00000320
***        0.00888932        0.00000320
***        0.00889252        0.00000320
***        0.00889572        0.00000320
***        0.00889892        0.00000320
***        0.00890212        0.00000320
***        0.00890533        0.00000320
***        0.00890853        0.00000320
***        0.00891173        0.00000320
***        0.00891494        0.00000320
***        0.00891814        0.00000320
***        0.00892134        0.00000320
***        0.00892455        0.00000320
***        0.00892775        0.00000320
***        0.00893096        0.00000321
***        0.00893416        0.00000321
***        0.00893737        0.00000321
***        0.00894058        0.00000321
***        0.00894378        0.00000321
***        0.00894699        0.00000321
***        0.00895020        0.00000321
***        0.00895340        0.00000321
***        0.00895661        0.00000321
***        0.00895982        0.00000321
***        0.00896303        0.00000321
***        0.00896624        0.00000321
***        0.00896945        0.00000321
***        0.00897266        0.00000321
***        0.00897586        0.00000321
***        0.00897907        0.00000321
***        0.00898229        0.00000321
***        0.00898550        0.00000321
***        0.00898871        0.00000321
***        0.00899192        0.00000321
***        0.00899513        0.00000321
***        0.00899834        0.00000321
***        0.00900155        0.00000321
***        0.00900477        0.00000321
***        0.00900798        0.00000321
***        0.00901119        0.00000321
***        0.00901441        0.00000321
***        0.00901762        0.00000321
***        0.00902083        0.00000321
***        0.00902405        0.00000321
***        0.00902726        0.00000321
***        0.00903048        0.00000322
***        0.00903369        0.00000322
***        0.00903691        0.00000322
***        0.00904013        0.00000322
***        0.00904334        0.00000322
***        0.00904656        0.00000322
***        0.00904978        0.00000322
***        0.00905299        0.00000322
***        0.00905621        0.00000322
***        0.00905943        0.00000322
***        0.00906265        0.00000322
***        0.00906587        0.00000322
***        0.00906908        0.00000322
***        0.00907230        0.00000322
***        0.00907552        0.00000322
***        0.00907874        0.00000322
***        0.00908196        0.00000322
***        0.00908518        0.00000322
***        0.00908841        0.00000322
***        0.00909163        0.00000322
***        0.00909485        0.00000322
***        0.00909807        0.00000322
***        0.00910129        0.00000322
***        0.00910452        0.00000322
***        0.00910774        0.00000322
***        0.00911096        0.00000322
***        0.00911418        0.00000322
***        0.00911741        0.00000322
***        0.00912063        0.00000322
***        0.00912386        0.00000322
***        0.00912708        0.00000322
***        0.00913031        0.00000323
***        0.00913353        0.00000323
***        0.00913676        0.00000323
***        0.00913998        0.00000323
***        0.00914321        0.00000323
***        0.00914644        0.00000323
***        0.00914966        0.00000323
***        0.00915289        0.00000323
***        0.00915612        0.00000323
***        0.00915935        0.00000323
***        0.00916258        0.00000323
***        0.00916580        0.00000323
***        0.00916903        0.00000323
***        0.00917226        0.00000323
***        0.00917549        0.00000323
***        0.00917872        0.00000323
***        0.00918195        0.00000323
***        0.00918518        0.00000323
***        0.00918841        0.00000323
***        0.00919165        0.00000323
***        0.00919488        0.00000323
***        0.00919811        0.00000323
***        0.00920134        0.00000323
***        0.00920457        0.00000323
***        0.00920781        0.00000323
***        0.00921104        0.00000323
***        0.00921427        0.00000323
***        0.00921751        0.00000323
***        0.00922074        0.00000323
***        0.00922398        0.00000323
***        0.00922721        0.00000323
***        0.00923045        0.00000324
***        0.00923368        0.00000324
***        0.00923692        0.00000324
***        0.00924015        0.00000324
***        0.00924339        0.00000324
***        0.00924663        0.00000324
***        0.00924986        0.00000324
***        0.00925310        0.00000324
***        0.00925634        0.00000324
***        0.00925958        0.00000324
***        0.00926281        0.00000324
***        0.00926605        0.00000324
***        0.00926929        0.00000324
***        0.00927253        0.00000324
***        0.00927577        0.00000324
***        0.00927901        0.00000324
***        0.00928225        0.00000324
***        0.00928549        0.00000324
***        0.00928873        0.00000324
***        0.00929197        0.00000324
***        0.00929522        0.00000324
***        0.00929846        0.00000324
***        0.00930170        0.00000324
***        0.00930494        0.00000324
***        0.00930819        0.00000324
***        0.00931143        0.00000324
***        0.00931467        0.00000324
***        0.00931792        0.00000324
***        0.00932116        0.00000324
***        0.00932440        0.00000324
***        0.00932765        0.00000324
***        0.00933089        0.00000325
***        0.00933414        0.00000325
***        0.00933739        0.00000325
***        0.00934063        0.00000325
***        0.00934388        0.00000325
***        0.00934713        0.00000325
***        0.00935037        0.00000325
***        0.00935362        0.00000325
***        0.00935687        0.00000325
***        0.00936012        0.00000325
***        0.00936336        0.00000325
***        0.00936661        0.00000325
***        0.00936986        0.00000325
***        0.00937311        0.00000325
***        0.00937636        0.00000325
***        0.00937961        0.00000325
***        0.00938286        0.00000325
***        0.00938611        0.00000325
***        0.00938936        0.00000325
***        0.00939261        0.00000325
***        0.00939587        0.00000325
***        0.00939912        0.00000325
***        0.00940237        0.00000325
***        0.00940562        0.00000325
***        0.00940888        0.00000325
***        0.00941213        0.00000325
***        0.00941538        0.00000325
***        0.00941864        0.00000325
***        0.00942189        0.00000325
***        0.00942515        0.00000325
***        0.00942840        0.00000325
***        0.00943166        0.00000326
***        0.00943491        0.00000326
***        0.00943817        0.00000326
***        0.00944142        0.00000326
***        0.00944468        0.00000326
***        0.00944794        0.00000326
***        0.00945119        0.00000326
***        0.00945445        0.00000326
***        0.00945771        0.00000326
***        0.00946097        0.00000326
***        0.00946423        0.00000326
***        0.00946749        0.00000326
***        0.00947074        0.00000326
***        0.00947400        0.00000326
***        0.00947726        0.00000326
***        0.00948052        0.00000326
***        0.00948378        0.00000326
***        0.00948705        0.00000326
***        0.00949031        0.00000326
***        0.00949357        0.00000326
***        0.00949683        0.00000326
***        0.00950009        0.00000326
***        0.00950335        0.00000326
***        0.00950662        0.00000326
***        0.00950988        0.00000326
***        0.00951314        0.00000326
***        0.00951641        0.00000326
***        0.00951967        0.00000326
***        0.00952294        0.00000326
***        0.00952620        0.00000326
***        0.00952947        0.00000327
***        0.00953273        0.00000327
***        0.00953600        0.00000327
***        0.00953926        0.00000327
***        0.00954253        0.00000327
***        0.00954580        0.00000327
***        0.00954906        0.00000327
***        0.00955233        0.00000327
***        0.00955560        0.00000327
***        0.00955887        0.00000327
***        0.00956213        0.00000327
***        0.00956540        0.00000327
***        0.00956867        0.00000327
***        0.00957194        0.00000327
***        0.00957521        0.00000327
***        0.00957848        0.00000327
***        0.00958175        0.00000327
***        0.00958502        0.00000327
***        0.00958829        0.00000327
***        0.00959156        0.00000327
***        0.00959483        0.00000327
***        0.00959811        0.00000327
***        0.00960138        0.00000327
***        0.00960465        0.00000327
***        0.00960792        0.00000327
***        0.00961120        0.00000327
***        0.00961447        0.00000327
***        0.00961774        0.00000327
***        0.00962102        0.00000327
***        0.00962429        0.00000327
***        0.00962757        0.00000327
***        0.00963084        0.00000328
***        0.00963412        0.00000328
***        0.00963739        0.00000328
***        0.00964067        0.00000328
***        0.00964395        0.00000328
***        0.00964722        0.00000328
***        0.00965050        0.00000328
***        0.00965378        0.00000328
***        0.00965706        0.00000328
***        0.00966033        0.00000328
***        0.00966361        0.00000328
***        0.00966689        0.00000328
***        0.00967017        0.00000328
***        0.00967345        0.00000328
***        0.00967673        0.00000328
***        0.00968001        0.00000328
***        0.00968329        0.00000328
***        0.00968657        0.00000328
***        0.00968985        0.00000328
***        0.00969313        0.00000328
***        0.00969642        0.00000328
***        0.00969970        0.00000328
***        0.00970298        0.00000328
***        0.00970626        0.00000328
***        0.00970955        0.00000328
***        0.00971283        0.00000328
***        0.00971611        0.00000328
***        0.00971940        0.00000328
***        0.00972268        0.00000328
***        0.00972597        0.00000328
***        0.00972925        0.00000329
***        0.00973254        0.00000329
***        0.00973582        0.00000329
***        0.00973911        0.00000329
***        0.00974239        0.00000329
***        0.00974568        0.00000329
***        0.00974897        0.00000329
***        0.00975225        0.00000329
***        0.00975554        0.00000329
***        0.00975883        0.00000329
***        0.00976212        0.00000329
***        0.00976541        0.00000329
***        0.00976870        0.00000329
***        0.00977199        0.00000329
***        0.00977527        0.00000329
***        0.00977856        0.00000329
***        0.00978186        0.00000329
***        0.00978515        0.00000329
***        0.00978844        0.00000329
***        0.00979173        0.00000329
***        0.00979502        0.00000329
***        0.00979831        0.00000329
